Data,Mandante,,Visitante,Vitória doMandante,Empate,Vitória doVisitante
27/10/2023,Ceará,2x1,Sport,35.1 %,24.7 %,40.3 %
28/10/2023,Vila Nova GO,2x1,Atlético GO,28.5 %,27.4 %,44.0 %
28/10/2023,Criciúma,3x0,Sampaio Corrêa,59.2 %,30.0 %,10.8 %
28/10/2023,Ituano,0x0,Mirassol,35.4 %,33.4 %,31.1 %
29/10/2023,Vitória,0x0,Juventude,49.2 %,28.0 %,22.8 %
29/10/2023,Londrina,1x1,CRB,22.9 %,25.6 %,51.5 %
30/10/2023,Chapecoense,1x2,Tombense,49.0 %,27.6 %,23.4 %
01/11/2023,Atlético GO,2x2,Grêmio Novorizontino,47.9 %,25.2 %,26.9 %
03/11/2023,Mirassol,2x1,Sport,38.7 %,26.5 %,34.7 %
03/11/2023,Juventude,2x1,Ituano,55.2 %,30.1 %,14.7 %
03/11/2023,Londrina,0x0,Guarani,21.3 %,27.4 %,51.3 %
04/11/2023,Ponte Preta,0x1,Avaí,39.5 %,33.4 %,27.1 %
04/11/2023,Botafogo SP,2x2,Ceará,36.3 %,33.6 %,30.1 %
04/11/2023,Sampaio Corrêa,1x2,Tombense,42.0 %,29.1 %,28.9 %
05/11/2023,Vitória,1x1,Vila Nova GO,46.8 %,32.5 %,20.7 %
07/11/2023,Criciúma,1x0,ABC,64.6 %,25.5 %,9.9 %
07/11/2023,CRB,3x2,Chapecoense,58.8 %,26.6 %,14.6 %
10/11/2023,Vila Nova GO,4x1,Londrina,71.6 %,22.4 %,6.0 %
10/11/2023,Sport,0x0,Atlético GO,50.8 %,21.7 %,27.5 %
11/11/2023,Avaí,1x1,CRB,35.7 %,28.3 %,36.0 %
11/11/2023,Ituano,2x1,Sampaio Corrêa,52.6 %,32.2 %,15.2 %
11/11/2023,Chapecoense,2x0,Botafogo SP,45.2 %,33.1 %,21.7 %
11/11/2023,Tombense,0x1,Ponte Preta,55.5 %,27.8 %,16.7 %
12/11/2023,Grêmio Novorizontino,1x2,Vitória,50.9 %,27.8 %,21.3 %
12/11/2023,Ceará,2x0,Mirassol,41.7 %,29.7 %,28.7 %
14/11/2023,Guarani,1x1,Criciúma,45.0 %,33.3 %,21.7 %
14/11/2023,ABC,0x0,Juventude,29.8 %,31.4 %,38.9 %
17/11/2023,Ituano,0x0,Chapecoense,46.5 %,30.3 %,23.2 %
17/11/2023,Londrina,0x1,Grêmio Novorizontino,21.8 %,25.1 %,53.1 %
18/11/2023,Vila Nova GO,3x1,Ceará,49.7 %,28.6 %,21.7 %
18/11/2023,Criciúma,3x0,Botafogo SP,62.2 %,29.0 %,8.8 %
18/11/2023,Mirassol,4x1,Atlético GO,40.8 %,27.7 %,31.6 %
18/11/2023,Vitória,1x0,Sport,40.9 %,25.5 %,33.6 %
18/11/2023,Juventude,0x0,Ponte Preta,63.6 %,29.9 %,6.4 %
19/11/2023,Guarani,2x3,ABC,64.5 %,27.7 %,7.8 %
19/11/2023,CRB,2x0,Tombense,57.9 %,23.5 %,18.6 %
20/11/2023,Sampaio Corrêa,4x0,Avaí,39.2 %,31.7 %,29.2 %
25/11/2023,Ponte Preta,3x0,CRB,26.4 %,34.4 %,39.2 %
25/11/2023,Atlético GO,3x0,Guarani,50.5 %,25.4 %,24.1 %
25/11/2023,Avaí,0x0,Ituano,40.9 %,30.9 %,28.1 %
25/11/2023,Botafogo SP,0x1,Londrina,58.0 %,27.2 %,14.8 %
25/11/2023,Grêmio Novorizontino,2x0,Criciúma,45.3 %,29.7 %,25.1 %
25/11/2023,Sport,4x1,Sampaio Corrêa,65.8 %,21.6 %,12.6 %
25/11/2023,Ceará,1x3,Juventude,44.3 %,29.0 %,26.8 %
25/11/2023,Chapecoense,3x1,Vitória,33.7 %,31.3 %,35.0 %
25/11/2023,Tombense,0x1,Mirassol,33.0 %,28.4 %,38.5 %
25/11/2023,ABC,3x2,Vila Nova GO,28.2 %,31.7 %,40.0 %
