Diferença,Vitória melhor Elo,Vitória pior Elo,Empate,Elo igual,Total de jogos,Vitória melhor Elo (%),Vitória pior Elo (%),Elo igual (%),Empate (%)
90.23000000000002,1.0,1.0,0.0,0.0,2.0,50.0,50.0,0.0,0.0
8.420000000000073,0.0,1.0,1.0,0.0,2.0,0.0,50.0,0.0,50.0
0.2599999999999909,1.0,3.0,1.0,0.0,5.0,20.0,60.0,0.0,20.0
18.6400000000001,1.0,1.0,0.0,0.0,2.0,50.0,50.0,0.0,0.0
10.769999999999982,1.0,2.0,0.0,0.0,3.0,33.33333333333333,66.66666666666666,0.0,0.0
38.67000000000007,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
72.86999999999989,0.0,3.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0
20.12000000000012,1.0,0.0,1.0,0.0,2.0,50.0,0.0,0.0,50.0
11.029999999999973,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
30.680000000000064,1.0,0.0,1.0,0.0,2.0,50.0,0.0,0.0,50.0
77.22999999999979,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
65.97000000000003,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
22.589999999999918,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
9.730000000000018,1.0,2.0,2.0,0.0,5.0,20.0,40.0,0.0,40.0
31.690000000000055,2.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0
24.659999999999854,2.0,0.0,2.0,0.0,4.0,50.0,0.0,0.0,50.0
18.710000000000036,2.0,0.0,1.0,0.0,3.0,66.66666666666666,0.0,0.0,33.33333333333333
25.24000000000001,2.0,0.0,1.0,0.0,3.0,66.66666666666666,0.0,0.0,33.33333333333333
2.0699999999999363,3.0,0.0,2.0,0.0,5.0,60.0,0.0,0.0,40.0
71.58000000000015,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
24.37000000000012,1.0,1.0,1.0,0.0,3.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333
66.37000000000012,0.0,2.0,1.0,0.0,3.0,0.0,66.66666666666666,0.0,33.33333333333333
17.7800000000002,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
24.970000000000027,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
6.820000000000164,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
130.58999999999992,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
62.83999999999992,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
59.409999999999854,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
17.930000000000064,2.0,1.0,0.0,0.0,3.0,66.66666666666666,33.33333333333333,0.0,0.0
18.420000000000073,0.0,2.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0
5.740000000000009,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
35.18999999999983,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
4.690000000000055,0.0,2.0,1.0,0.0,3.0,0.0,66.66666666666666,0.0,33.33333333333333
5.300000000000182,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
18.299999999999955,3.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0
21.75999999999999,1.0,1.0,2.0,0.0,4.0,25.0,25.0,0.0,50.0
22.15000000000009,2.0,1.0,1.0,0.0,4.0,50.0,25.0,0.0,25.0
14.929999999999836,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
62.289999999999964,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
83.40000000000009,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
79.74000000000001,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
28.850000000000136,1.0,1.0,0.0,0.0,2.0,50.0,50.0,0.0,0.0
13.36999999999989,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
14.879999999999882,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,100.0
29.2199999999998,0.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
119.97000000000003,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
7.720000000000027,1.0,1.0,0.0,0.0,2.0,50.0,50.0,0.0,0.0
72.53999999999996,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
3.9700000000000273,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0
